,yea,nay,bill,no. yea
1473,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['SHB 2473'],50
1484,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Duerr', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']",['Pollet'],['HB 2484'],98
1486,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Hasegawa']",['SHB 2486'],49
1491,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Ericksen'],['HB 2491'],49
1497,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Hasegawa', 'Hawkins', 'Honeyford', 'Padden', 'Rivers', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['HB 2497'],36
1499,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['2SHB 2499'],28
1508,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['HB 2508'],50
1511,"['Barkis', 'Bergquist', 'Boehnke', 'Caldier', 'Chambers', 'Chandler', 'Corry', 'DeBolt', 'Dent', 'Dufault', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Harris', 'Hoff', 'Hudgins', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'MacEwen', 'Maycumber', 'Mosbrucker', 'Orcutt', 'Rude', 'Shewmake', 'Smith', 'Steele', 'Van Werven', 'Vick', 'Volz', 'Wilcox', 'Young']","['Appleton', 'Blake', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Hansen', 'Irwin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'McCaslin', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Slatter', 'Springer', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Walsh', 'Wylie', 'Ybarra']",['HB 2511'],36
1513,"['Billig', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Saldaña', 'Salomon', 'Sheldon', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Ericksen', 'Fortunato', 'Honeyford', 'King', 'Padden', 'Rolfes', 'Schoesler', 'Short', 'Wagoner', 'Warnick', 'Wilson', 'L.']",['2SHB 2513'],37
1518,"['Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Becker', 'Ericksen', 'Fortunato', 'Honeyford', 'Padden', 'Short', 'Wagoner']",['E2SHB 2518'],43
1527,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SHB 2527'],30
1528,"['Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Becker', 'Ericksen', 'Honeyford']",['E2SHB 2528'],48
1535,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Wagoner'],['ESHB 2535'],50
1540,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Duerr', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['Chandler', 'Morgan']",['HB 2540'],97
1551,"['Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chapman', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Duerr', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Senn', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']",['Klippert'],['HB 2551'],96
1554,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SHB 2554'],29
1555,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', 'Padden', 'Schoesler', 'Sheldon', 'Short', 'Takko', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SHB 2555'],29
1565,"['Billig', 'Braun', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Holy', 'Honeyford', 'Schoesler', 'Short', 'Walsh', 'Wilson', 'L.']",['ESHB 2565'],37
1567,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.']","['Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', ""O'Ban"", 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.', 'Zeiger']",['SHB 2567'],29
1575,"['Appleton', 'Bergquist', 'Blake', 'Callan', 'Chapman', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Entenman', 'Fey', 'Fitzgibbon', 'Frame', 'Goodman', 'Gregerson', 'Hansen', 'Hudgins', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Leavitt', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Ryu', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Springer', 'Stonier', 'Sullivan', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie']","['Barkis', 'Boehnke', 'Caldier', 'Chambers', 'Chandler', 'Corry', 'DeBolt', 'Dent', 'Dufault', 'Dye', 'Eslick', 'Gildon', 'Goehner', 'Graham', 'Griffey', 'Harris', 'Hoff', 'Irwin', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'MacEwen', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Rude', 'Schmick', 'Shea', 'Smith', 'Steele', 'Stokesbary', 'Sutherland', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox', 'Ybarra', 'Young']",['ESHB 2575'],58
1576,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hobbs', 'Hunt', 'Keiser', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Hawkins', 'Holy', 'Honeyford', 'King', 'Muzzall', 'Padden', 'Rivers', 'Schoesler', 'Sheldon', 'Short', 'Wagoner', 'Walsh', 'Warnick', 'Wilson', 'L.']",['ESHB 2576'],31
1587,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rolfes', 'Saldaña', 'Salomon', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Schoesler', 'Wagoner']",['HB 2587'],48
1588,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Lovelett', 'Wagoner']",['ESHB 2588'],48
1589,"['Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Saldaña', 'Salomon', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Becker', 'Ericksen', 'Fortunato', 'Padden', 'Rolfes', 'Schoesler', 'Walsh']",['SHB 2589'],44
1596,"['Appleton', 'Barkis', 'Bergquist', 'Blake', 'Boehnke', 'Caldier', 'Callan', 'Chambers', 'Chandler', 'Chopp', 'Cody', 'Corry', 'Davis', 'DeBolt', 'Dent', 'Doglio', 'Dolan', 'Duerr', 'Dufault', 'Dye', 'Entenman', 'Eslick', 'Fey', 'Fitzgibbon', 'Frame', 'Gildon', 'Goehner', 'Goodman', 'Graham', 'Gregerson', 'Griffey', 'Hansen', 'Harris', 'Hoff', 'Hudgins', 'Irwin', 'Jenkin', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Klippert', 'Kloba', 'Kraft', 'Kretz', 'Leavitt', 'Lekanoff', 'Lovick', 'MacEwen', 'Macri', 'Maycumber', 'McCaslin', 'Mead', 'Morgan', 'Mosbrucker', 'Orcutt', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Rude', 'Ryu', 'Santos', 'Schmick', 'Sells', 'Shea', 'Shewmake', 'Slatter', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Stonier', 'Sullivan', 'Sutherland', 'Tarleton', 'Valdez', 'Van Werven', 'Vick', 'Volz', 'Walen', 'Walsh', 'Wilcox', 'Wylie', 'Ybarra', 'Young']","['Chapman', 'Peterson', 'Senn', 'Thai', 'Tharinger']",['HB 2596'],94
1601,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Padden', 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Hasegawa'],['HB 2601'],50
1602,"['Billig', 'Braun', 'Brown', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Stanford', 'Takko', 'Van De Wege', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']","['Ericksen', 'Fortunato', 'Holy', 'Honeyford', 'Padden', 'Sheldon', 'Short', 'Wagoner', 'Walsh']",['HB 2602'],40
1607,"['Becker', 'Billig', 'Braun', 'Brown', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Ericksen', 'Fortunato', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Sheldon', 'Short', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Wilson', 'L.', 'Zeiger']",['Padden'],['SHB 2607'],50
1610,"['Appleton', 'Bergquist', 'Callan', 'Chopp', 'Cody', 'Davis', 'Doglio', 'Dolan', 'Duerr', 'Fey', 'Fitzgibbon', 'Frame', 'Goodman', 'Gregerson', 'Hansen', 'Hudgins', 'Jinkins', 'Johnson', 'J.', 'Kilduff', 'Kirby', 'Kloba', 'Lekanoff', 'Lovick', 'Macri', 'Mead', 'Morgan', 'Ormsby', 'Ortiz-Self', 'Orwall', 'Paul', 'Pellicciotti', 'Peterson', 'Pettigrew', 'Pollet', 'Ramel', 'Ramos', 'Riccelli', 'Robinson', 'Santos', 'Sells', 'Senn', 'Shewmake', 'Slatter', 'Stonier', 'Sullivan', 'Tarleton', 'Thai', 'Tharinger', 'Valdez', 'Walen', 'Wylie']","['Barkis', 'Blake', 'Boehnke', 'Caldier', 'Chambers', 'Chandler', 'Chapman', 'Corry', 'Dent', 'Dufault', 'Dye', 'Eslick', 'Gildon', 'Goehner', 'Graham', 'Griffey', 'Harris', 'Hoff', 'Irwin', 'Jenkin', 'Klippert', 'Kraft', 'Kretz', 'Leavitt', 'MacEwen', 'Maycumber', 'McCaslin', 'Mosbrucker', 'Orcutt', 'Rude', 'Ryu', 'Schmick', 'Shea', 'Smith', 'Springer', 'Steele', 'Stokesbary', 'Sutherland', 'Van Werven', 'Vick', 'Volz', 'Walsh', 'Wilcox', 'Ybarra', 'Young']",['EHB 2610'],52
1614,"['Billig', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hasegawa', 'Hawkins', 'Hobbs', 'Holy', 'Honeyford', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Warnick', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Braun', 'Brown', 'Ericksen', 'Fortunato', 'Muzzall', 'Padden', 'Schoesler', 'Short', 'Wilson', 'L.']",['SHB 2614'],39
1617,"['Billig', 'Braun', 'Carlyle', 'Cleveland', 'Conway', 'Darneille', 'Das', 'Dhingra', 'Frockt', 'Hawkins', 'Hobbs', 'Holy', 'Hunt', 'Keiser', 'King', 'Kuderer', 'Liias', 'Lovelett', 'McCoy', 'Mullet', 'Muzzall', 'Nguyen', ""O'Ban"", 'Pedersen', 'Randall', 'Rivers', 'Rolfes', 'Saldaña', 'Salomon', 'Schoesler', 'Stanford', 'Takko', 'Van De Wege', 'Wagoner', 'Walsh', 'Wellman', 'Wilson', 'C.', 'Zeiger']","['Becker', 'Brown', 'Ericksen', 'Fortunato', 'Hasegawa', 'Honeyford', 'Padden', 'Short', 'Warnick', 'Wilson', 'L.']",['HB 2617'],39
